Date,Power [kW],Power-1 [kW],Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Gust [m/s],Pressure [mbar],Solar Radiation [W/m2],Rainfall intensity [mm/h],Rain Day,Hour,DayOfWeek,Month,Season,Public Holiday
2017-07-18 08:00:00,243.689991,229.9561735,19.4,61.26,3.124,4.025,1015.0,211.5,0.0,0.0,8,2,7,3,0
2017-07-18 09:00:00,255.8635,243.689991,20.54,58.01,2.474,3.774,1015.0,326.2,0.0,0.0,9,2,7,3,0
2017-07-18 10:00:00,259.401889,255.8635,21.06,54.89,4.13,6.289,1015.0,862.0,0.0,0.0,10,2,7,3,0
2017-07-18 11:00:00,257.8197305,259.401889,21.22,53.6,5.115,5.786,1015.0,793.0,0.0,0.0,11,2,7,3,0
2017-07-18 12:00:00,258.171297,257.8197305,21.14,56.95,5.43,8.3,1015.0,503.8,0.0,0.0,12,2,7,3,0
2017-07-18 13:00:00,266.1275375,258.171297,20.9,60.56,5.619,6.289,1015.0,370.1,0.0,0.0,13,2,7,3,0
2017-07-18 14:00:00,264.300222,266.1275375,21.71,58.38,3.732,5.032,1015.0,415.0,0.0,0.0,14,2,7,3,0
2017-07-18 15:00:00,263.640789,264.300222,20.92,61.19,5.598,6.289,1015.0,295.6,0.0,0.0,15,2,7,3,0
2017-07-18 16:00:00,254.967213,263.640789,20.86,61.2,4.633,6.038,1015.0,275.8,0.0,0.0,16,2,7,3,0
2017-07-18 17:00:00,249.4293305,254.967213,20.47,62.75,5.241,5.786,1015.0,323.2,0.0,0.0,17,2,7,3,0
2017-07-18 18:00:00,205.960722,249.4293305,20.24,63.14,6.709,8.55,1015.0,353.7,0.0,0.0,18,2,7,3,0
2017-07-18 19:00:00,190.477375,205.960722,18.98,69.77,4.801,5.535,1015.0,42.07,0.0,0.0,19,2,7,3,0
2017-07-18 20:00:00,89.7967265,190.477375,18.47,70.9,3.354,5.283,1015.0,2.906,0.0,0.0,20,2,7,3,0
2017-07-18 21:00:00,51.5850095,89.7967265,18.27,70.4,4.214,5.283,1016.0,2.242,0.0,0.0,21,2,7,3,0
2017-07-18 22:00:00,49.2881375,51.5850095,18.05,69.38,4.109,4.528,1016.0,2.685,0.0,0.0,22,2,7,3,0
2017-07-18 23:00:00,48.6212755,49.2881375,17.6,71.6,3.25,3.522,1016.0,3.378,0.0,0.0,23,2,7,3,0
2017-07-19 00:00:00,46.661986,48.6212755,17.63,70.2,3.438,4.277,1016.0,3.184,0.0,0.0,0,3,7,3,0
2017-07-19 01:00:00,46.5525175,46.661986,17.54,70.3,4.759,5.786,1016.0,2.242,0.0,0.0,1,3,7,3,0
2017-07-19 02:00:00,45.517046,46.5525175,17.81,67.66,4.046,5.032,1016.0,3.848,0.0,0.0,2,3,7,3,0
2017-07-19 03:00:00,44.601968,45.517046,17.87,70.0,2.998,3.522,1016.0,2.492,0.0,0.0,3,3,7,3,0
2017-07-19 04:00:00,44.511072,44.601968,18.18,69.62,3.543,4.277,1016.0,2.824,0.0,0.0,4,3,7,3,0
2017-07-19 05:00:00,50.646989,44.511072,17.85,72.9,3.103,3.522,1016.0,3.378,0.0,0.0,5,3,7,3,0
2017-07-19 06:00:00,74.8491415,50.646989,18.05,72.3,0.419,0.755,1017.0,24.69,0.0,0.0,6,3,7,3,0
2017-07-19 07:00:00,234.087353,74.8491415,19.24,71.6,0.671,1.006,1017.0,120.7,0.0,0.0,7,3,7,3,0
2017-07-19 08:00:00,254.547256,234.087353,19.36,71.2,3.627,4.025,1017.0,279.2,0.0,0.0,8,3,7,3,0
2017-07-19 09:00:00,262.893956,254.547256,17.87,79.7,5.262,6.541,1018.0,248.6,0.0,0.0,9,3,7,3,0
2017-07-19 10:00:00,271.410212,262.893956,20.31,62.83,5.682,6.541,1018.0,592.1,0.0,0.0,10,3,7,3,0
2017-07-19 11:00:00,266.8984055,271.410212,21.38,57.02,4.487,5.283,1017.0,421.6,0.0,0.0,11,3,7,3,0
2017-07-19 12:00:00,265.8644635,266.8984055,21.23,51.51,4.214,4.78,1018.0,389.6,0.0,0.0,12,3,7,3,0
2017-07-19 13:00:00,273.5124005,265.8644635,21.99,45.44,7.67,9.31,1017.0,484.0,0.0,0.0,13,3,7,3,0
2017-07-19 14:00:00,274.2124745,273.5124005,22.26,45.95,6.918,8.3,1017.0,1033.0,0.0,0.0,14,3,7,3,0
2017-07-19 15:00:00,271.248085,274.2124745,22.2,50.54,6.101,6.541,1017.0,902.0,0.0,0.0,15,3,7,3,0
2017-07-19 16:00:00,268.576267,271.248085,22.21,47.34,6.646,8.81,1017.0,773.0,0.0,0.0,16,3,7,3,0
2017-07-19 17:00:00,257.4845515,268.576267,21.84,49.35,6.038,8.3,1017.0,549.3,0.0,0.0,17,3,7,3,0
2017-07-19 18:00:00,116.260354,257.4845515,21.12,56.23,7.13,8.55,1017.0,318.0,0.0,0.0,18,3,7,3,0
2017-07-19 19:00:00,87.044719,116.260354,20.46,56.54,7.84,8.81,1018.0,135.0,0.0,0.0,19,3,7,3,0
2017-07-19 20:00:00,61.97534,87.044719,19.15,61.76,4.759,5.535,1018.0,3.487,0.0,0.0,20,3,7,3,0
2017-07-19 21:00:00,52.857772,61.97534,17.91,67.14,6.31,8.05,1019.0,0.996,0.0,0.0,21,3,7,3,0
2017-07-19 22:00:00,48.7348955,52.857772,17.64,67.8,4.759,7.3,1019.0,0.747,0.0,0.0,22,3,7,3,0
2017-07-19 23:00:00,47.961624,48.7348955,17.48,67.68,6.206,7.55,1019.0,0.914,0.0,0.0,23,3,7,3,0
2017-07-20 00:00:00,46.1648985,47.961624,17.04,68.98,5.178,6.038,1019.0,0.997,0.0,0.0,0,4,7,3,0
2017-07-20 01:00:00,45.349238,46.1648985,16.97,70.0,3.564,4.78,1019.0,1.08,0.0,0.0,1,4,7,3,0
2017-07-20 02:00:00,45.1799005,45.349238,16.99,69.97,3.732,4.025,1018.0,1.799,0.0,0.0,2,4,7,3,0
2017-07-20 03:00:00,44.90175,45.1799005,17.13,68.02,4.445,5.283,1018.0,1.412,0.0,0.0,3,4,7,3,0
2017-07-20 04:00:00,45.0330685,44.90175,17.07,66.9,6.143,7.04,1018.0,1.08,0.0,0.0,4,4,7,3,0
2017-07-20 05:00:00,52.076853,45.0330685,16.26,68.4,7.59,8.55,1018.0,0.997,0.0,0.0,5,4,7,3,0
2017-07-20 06:00:00,73.1470265,52.076853,16.17,69.5,3.962,4.78,1018.0,51.64,0.0,0.0,6,4,7,3,0
2017-07-20 07:00:00,222.789592,73.1470265,16.62,66.12,6.96,9.56,1018.0,118.6,0.0,0.0,7,4,7,3,0
2017-07-20 08:00:00,234.1260275,222.789592,18.11,56.18,6.835,8.81,1019.0,524.3,0.0,0.0,8,4,7,3,0
2017-07-20 09:00:00,233.503084,234.1260275,18.22,52.58,9.33,10.82,1019.0,244.8,0.0,0.0,9,4,7,3,0
2017-07-20 10:00:00,241.057503,233.503084,18.33,54.59,6.814,7.55,1018.0,618.9,0.0,0.0,10,4,7,3,0
2017-07-20 11:00:00,236.824284,241.057503,19.18,50.58,7.44,9.06,1018.0,1037.0,0.0,0.0,11,4,7,3,0
2017-07-20 12:00:00,246.502086,236.824284,19.84,46.93,6.499,8.3,1018.0,456.4,0.0,0.0,12,4,7,3,0
2017-07-20 13:00:00,239.629387,246.502086,19.8,43.63,8.93,12.58,1017.0,941.0,0.0,0.0,13,4,7,3,0
2017-07-20 14:00:00,237.355239,239.629387,19.36,42.4,9.04,10.57,1017.0,635.3,0.0,0.0,14,4,7,3,0
2017-07-20 15:00:00,237.1435125,237.355239,19.49,44.56,10.46,12.33,1017.0,601.4,0.0,0.0,15,4,7,3,0
2017-07-20 16:00:00,236.9630315,237.1435125,19.09,42.91,7.74,10.57,1017.0,464.8,0.0,0.0,16,4,7,3,0
2017-07-20 17:00:00,221.7327075,236.9630315,18.56,45.98,5.136,9.06,1017.0,330.4,0.0,0.0,17,4,7,3,0
2017-07-20 18:00:00,110.6516775,221.7327075,18.96,45.18,10.88,13.33,1016.0,320.1,0.0,0.0,18,4,7,3,0
2017-07-20 19:00:00,82.609606,110.6516775,18.16,51.86,5.178,7.3,1017.0,125.2,0.0,0.0,19,4,7,3,0
2017-07-20 20:00:00,59.1673965,82.609606,16.93,57.19,6.394,7.55,1017.0,4.567,0.0,0.0,20,4,7,3,0
2017-07-20 21:00:00,48.014064,59.1673965,16.32,60.61,6.059,9.56,1017.0,1.135,0.0,0.0,21,4,7,3,0
2017-07-20 22:00:00,45.348801,48.014064,16.04,61.55,5.304,6.793,1017.0,0.748,0.0,0.0,22,4,7,3,0
2017-07-20 23:00:00,44.625129,45.348801,15.8,63.13,6.52,8.05,1017.0,1.329,0.0,0.0,23,4,7,3,0
2017-07-21 00:00:00,43.6836125,44.625129,15.69,63.11,9.12,10.06,1017.0,1.218,0.0,0.0,0,5,7,3,0
2017-07-21 01:00:00,43.550546,43.6836125,15.65,64.37,3.669,4.528,1017.0,2.797,0.0,0.0,1,5,7,3,0
2017-07-21 02:00:00,43.3471225,43.550546,15.46,64.28,5.178,6.793,1016.0,2.104,0.0,0.0,2,5,7,3,0
2017-07-21 03:00:00,42.828185,43.3471225,15.24,65.19,5.367,7.3,1016.0,0.803,0.0,0.0,3,5,7,3,0
2017-07-21 04:00:00,42.9411495,42.828185,15.2,64.9,6.164,7.3,1016.0,2.049,0.0,0.0,4,5,7,3,0
2017-07-21 05:00:00,49.0779405,42.9411495,15.18,65.56,6.415,7.04,1016.0,0.997,0.0,0.0,5,5,7,3,0
2017-07-21 06:00:00,72.2489915,49.0779405,15.31,64.5,6.038,8.05,1016.0,51.97,0.0,0.0,6,5,7,3,0
2017-07-21 07:00:00,208.6135305,72.2489915,15.75,63.93,7.51,9.31,1016.0,141.4,0.0,0.0,7,5,7,3,0
2017-07-21 08:00:00,222.198331,208.6135305,17.32,58.08,6.835,8.3,1017.0,378.7,0.0,0.0,8,5,7,3,0
2017-07-21 09:00:00,234.9891025,222.198331,18.61,51.72,8.39,10.57,1017.0,624.2,0.0,0.0,9,5,7,3,0
2017-07-21 10:00:00,240.509942,234.9891025,19.2,49.55,7.27,10.57,1017.0,762.0,0.0,0.0,10,5,7,3,0
2017-07-21 11:00:00,240.3943555,240.509942,19.73,48.47,6.101,7.3,1017.0,867.0,0.0,0.0,11,5,7,3,0
2017-07-21 12:00:00,240.404625,240.3943555,19.87,45.29,6.939,8.55,1017.0,930.0,0.0,0.0,12,5,7,3,0
2017-07-21 13:00:00,243.040172,240.404625,20.43,44.42,5.346,8.3,1017.0,944.0,0.0,0.0,13,5,7,3,0
2017-07-21 14:00:00,245.7323105,243.040172,20.78,43.06,4.633,7.55,1017.0,904.0,0.0,0.0,14,5,7,3,0
2017-07-21 15:00:00,242.961949,245.7323105,20.46,47.88,6.478,9.31,1016.0,828.0,0.0,0.0,15,5,7,3,0
2017-07-21 16:00:00,242.2175195,242.961949,20.24,50.98,8.57,9.81,1016.0,670.6,0.0,0.0,16,5,7,3,0
2017-07-21 17:00:00,212.811134,242.2175195,20.05,49.44,9.62,12.58,1016.0,513.2,0.0,0.0,17,5,7,3,0
2017-07-21 18:00:00,105.6982825,212.811134,19.73,50.34,10.88,12.58,1016.0,319.4,0.0,0.0,18,5,7,3,0
2017-07-21 19:00:00,78.9049385,105.6982825,19.21,55.56,6.772,8.3,1016.0,144.9,0.0,0.0,19,5,7,3,0
2017-07-21 20:00:00,56.7647705,78.9049385,18.12,61.4,5.912,8.3,1017.0,5.923,0.0,0.0,20,5,7,3,0
2017-07-21 21:00:00,47.620764,56.7647705,17.38,67.5,8.37,10.82,1017.0,0.747,0.0,0.0,21,5,7,3,0
2017-07-21 22:00:00,45.463295,47.620764,17.05,69.6,6.457,8.3,1017.0,0.664,0.0,0.0,22,5,7,3,0
2017-07-21 23:00:00,45.1549915,45.463295,16.86,69.86,6.981,8.05,1017.0,2.962,0.0,0.0,23,5,7,3,0
2017-07-22 00:00:00,43.226292,45.1549915,16.6,71.8,4.57,5.535,1017.0,0.415,0.0,0.0,0,6,7,3,0
2017-07-22 01:00:00,43.4738525,43.226292,16.53,72.7,7.11,7.8,1017.0,2.963,0.0,0.0,1,6,7,3,0
2017-07-22 02:00:00,43.3235245,43.4738525,16.72,71.3,7.07,8.05,1017.0,0.0,0.0,0.0,2,6,7,3,0
2017-07-22 03:00:00,43.949964,43.3235245,16.74,70.6,5.136,6.289,1017.0,2.076,0.0,0.0,3,6,7,3,0
2017-07-22 04:00:00,43.1500355,43.949964,16.45,72.4,4.78,6.289,1017.0,0.969,0.0,0.0,4,6,7,3,0
2017-07-22 05:00:00,42.806772,43.1500355,16.41,72.4,6.122,8.3,1017.0,0.858,0.0,0.0,5,6,7,3,0
2017-07-22 06:00:00,47.6646825,42.806772,16.62,71.3,6.772,9.81,1017.0,34.06,0.0,0.0,6,6,7,3,0
2017-07-22 07:00:00,50.594986,47.6646825,17.35,69.53,4.361,5.535,1017.0,227.2,0.0,0.0,7,6,7,3,0
2017-07-22 08:00:00,51.4897435,50.594986,18.32,62.95,5.598,7.55,1018.0,408.7,0.0,0.0,8,6,7,3,0
2017-07-22 09:00:00,53.1446625,51.4897435,19.84,54.83,8.03,10.06,1018.0,583.9,0.0,0.0,9,6,7,3,0
2017-07-22 10:00:00,53.0467745,53.1446625,20.67,49.51,6.52,7.55,1018.0,737.0,0.0,0.0,10,6,7,3,0
2017-07-22 11:00:00,54.120265,53.0467745,21.26,48.27,7.74,8.81,1018.0,884.0,0.0,0.0,11,6,7,3,0
2017-07-22 12:00:00,53.9107235,54.120265,22.06,47.83,6.52,7.55,1018.0,448.8,0.0,0.0,12,6,7,3,0
2017-07-22 13:00:00,53.7481595,53.9107235,22.42,46.95,5.115,6.793,1018.0,956.0,0.0,0.0,13,6,7,3,0
2017-07-22 14:00:00,54.2725595,53.7481595,22.71,44.45,5.891,7.8,1018.0,901.0,0.0,0.0,14,6,7,3,0
2017-07-22 15:00:00,56.5689945,54.2725595,22.35,45.25,6.352,9.81,1018.0,804.0,0.0,0.0,15,6,7,3,0
2017-07-22 16:00:00,57.187568,56.5689945,22.05,47.0,7.84,9.31,1017.0,671.1,0.0,0.0,16,6,7,3,0
2017-07-22 17:00:00,55.453115,57.187568,21.63,47.34,7.21,9.81,1017.0,499.6,0.0,0.0,17,6,7,3,0
2017-07-22 18:00:00,54.198051,55.453115,21.1,51.47,7.38,10.82,1018.0,307.7,0.0,0.0,18,6,7,3,0
2017-07-22 19:00:00,52.992368,54.198051,19.95,56.21,10.0,12.83,1018.0,123.9,0.0,0.0,19,6,7,3,0
2017-07-22 20:00:00,44.746615,52.992368,18.66,60.07,8.89,10.31,1019.0,4.705,0.0,0.0,20,6,7,3,0
2017-07-22 21:00:00,44.8774965,44.746615,17.81,60.84,8.09,9.56,1019.0,0.194,0.0,0.0,21,6,7,3,0
2017-07-22 22:00:00,43.8103425,44.8774965,16.97,65.96,9.27,11.57,1020.0,1.993,0.0,0.0,22,6,7,3,0
2017-07-22 23:00:00,44.073198,43.8103425,16.62,64.91,8.11,10.82,1020.0,1.44,0.0,0.0,23,6,7,3,0
2017-07-23 00:00:00,43.362199,44.073198,16.36,64.03,5.556,6.541,1020.0,1.744,0.0,0.0,0,7,7,3,0
2017-07-23 01:00:00,43.1111425,43.362199,16.04,66.98,6.478,7.8,1020.0,2.464,0.0,0.0,1,7,7,3,0
2017-07-23 02:00:00,42.409976,43.1111425,15.82,67.43,5.178,6.289,1020.0,1.772,0.0,0.0,2,7,7,3,0
2017-07-23 03:00:00,43.094318,42.409976,15.71,67.4,8.26,9.56,1019.0,0.277,0.0,0.0,3,7,7,3,0
2017-07-23 04:00:00,42.5989785,43.094318,15.49,69.78,6.059,7.55,1020.0,2.88,0.0,0.0,4,7,7,3,0
2017-07-23 05:00:00,42.513108,42.5989785,15.57,71.0,8.2,9.31,1019.0,1.218,0.0,0.0,5,7,7,3,0
2017-07-23 06:00:00,47.298258,42.513108,15.77,71.8,4.717,6.541,1020.0,45.22,0.0,0.0,6,7,7,3,0
2017-07-23 07:00:00,47.3793215,47.298258,16.73,68.28,7.4,9.06,1020.0,215.9,0.0,0.0,7,7,7,3,0
2017-07-23 08:00:00,47.6572535,47.3793215,18.35,59.28,7.63,9.56,1021.0,410.7,0.0,0.0,8,7,7,3,0
2017-07-23 09:00:00,49.2597325,47.6572535,20.4,51.08,4.214,6.289,1021.0,594.8,0.0,0.0,9,7,7,3,0
2017-07-23 10:00:00,50.3150875,49.2597325,21.42,42.56,8.01,9.31,1021.0,754.0,0.0,0.0,10,7,7,3,0
2017-07-23 11:00:00,50.181584,50.3150875,22.2,39.85,8.93,11.32,1021.0,868.0,0.0,0.0,11,7,7,3,0
2017-07-23 12:00:00,50.8067125,50.181584,23.95,35.09,9.39,11.32,1021.0,935.0,0.0,0.0,12,7,7,3,0
2017-07-23 13:00:00,51.151287,50.8067125,24.16,35.16,7.9,9.56,1021.0,945.0,0.0,0.0,13,7,7,3,0
2017-07-23 14:00:00,51.148665,51.151287,25.14,34.69,4.969,6.289,1021.0,903.0,0.0,0.0,14,7,7,3,0
2017-07-23 15:00:00,50.5847165,51.148665,24.01,39.07,4.885,6.289,1020.0,814.0,0.0,0.0,15,7,7,3,0
2017-07-23 16:00:00,51.432278,50.5847165,24.38,38.57,8.87,10.57,1020.0,679.1,0.0,0.0,16,7,7,3,0
2017-07-23 17:00:00,51.4145795,51.432278,22.87,46.1,0.0,0.0,1020.0,499.3,0.0,0.0,17,7,7,3,0
2017-07-23 18:00:00,50.511956,51.4145795,21.87,49.19,8.91,12.58,1021.0,309.0,0.0,0.0,18,7,7,3,0
2017-07-23 19:00:00,50.8019055,50.511956,21.0,56.03,6.73,10.57,1021.0,120.4,0.0,0.0,19,7,7,3,0
2017-07-23 20:00:00,45.244358,50.8019055,19.12,64.44,2.558,8.55,1021.0,2.436,0.0,0.0,20,7,7,3,0
2017-07-23 21:00:00,44.6764765,45.244358,18.36,69.94,8.47,10.82,1022.0,0.775,0.0,0.0,21,7,7,3,0
2017-07-23 22:00:00,43.335542,44.6764765,17.94,73.4,8.95,10.82,1023.0,0.249,0.0,0.0,22,7,7,3,0
2017-07-23 23:00:00,42.9656215,43.335542,17.58,75.2,8.26,9.56,1023.0,2.27,0.0,0.0,23,7,7,3,0
2017-07-24 00:00:00,42.3774195,42.9656215,17.44,75.3,7.21,12.33,1023.0,1.107,0.0,0.0,0,1,7,3,0
2017-07-24 01:00:00,42.066931,42.3774195,17.45,75.3,7.4,8.81,1023.0,1.744,0.0,0.0,1,1,7,3,0
2017-07-24 02:00:00,41.945445,42.066931,17.45,75.9,6.038,7.3,1023.0,2.464,0.0,0.0,2,1,7,3,0
2017-07-24 03:00:00,42.2284025,41.945445,17.5,75.5,8.16,11.57,1023.0,0.886,0.0,0.0,3,1,7,3,0
2017-07-24 04:00:00,41.9981035,42.2284025,17.43,76.2,8.01,10.06,1022.0,2.409,0.0,0.0,4,1,7,3,0
2017-07-24 05:00:00,50.367746,41.9981035,17.31,76.7,11.22,12.83,1022.0,1.218,0.0,0.0,5,1,7,3,0
2017-07-24 06:00:00,69.3805235,50.367746,17.41,75.6,5.933,7.8,1022.0,13.12,0.0,0.0,6,1,7,3,0
2017-07-24 07:00:00,224.1003735,69.3805235,17.86,72.4,5.535,7.04,1023.0,254.1,0.0,0.0,7,1,7,3,0
2017-07-24 08:00:00,237.368349,224.1003735,18.76,70.6,3.48,5.032,1023.0,423.4,0.0,0.0,8,1,7,3,0
2017-07-24 09:00:00,248.95453,237.368349,19.06,67.44,5.682,7.8,1023.0,595.2,0.0,0.0,9,1,7,3,0
2017-07-24 10:00:00,258.267,248.95453,20.54,59.79,6.856,8.3,1023.0,749.0,0.0,0.0,10,1,7,3,0
2017-07-24 11:00:00,258.8007955,258.267,21.43,55.3,5.451,7.3,1022.0,892.0,0.0,0.0,11,1,7,3,0
2017-07-24 12:00:00,254.284182,258.8007955,22.91,45.83,6.772,9.31,1022.0,961.0,0.0,0.0,12,1,7,3,0
2017-07-24 13:00:00,261.6045875,254.284182,24.33,41.17,6.436,9.06,1021.0,975.0,0.0,0.0,13,1,7,3,0
2017-07-24 14:00:00,259.2220635,261.6045875,24.34,40.18,8.43,10.06,1021.0,936.0,0.0,0.0,14,1,7,3,0
2017-07-24 15:00:00,252.963131,259.2220635,24.54,39.87,7.65,9.31,1020.0,841.0,0.0,0.0,15,1,7,3,0
2017-07-24 16:00:00,251.4714315,252.963131,23.74,41.89,6.331,8.05,1020.0,696.8,0.0,0.0,16,1,7,3,0
2017-07-24 17:00:00,247.143165,251.4714315,23.13,43.16,7.76,9.56,1020.0,521.4,0.0,0.0,17,1,7,3,0
2017-07-24 18:00:00,106.8899815,247.143165,21.3,49.5,9.35,11.82,1020.0,318.8,0.0,0.0,18,1,7,3,0
2017-07-24 19:00:00,84.410483,106.8899815,20.66,54.57,10.55,13.33,1019.0,122.9,0.0,0.0,19,1,7,3,0
2017-07-24 20:00:00,58.270017,84.410483,19.08,60.08,11.59,14.34,1019.0,2.574,0.0,0.0,20,1,7,3,0
2017-07-24 21:00:00,49.8877015,58.270017,18.24,63.56,8.68,10.31,1020.0,1.301,0.0,0.0,21,1,7,3,0
2017-07-24 22:00:00,46.261257,49.8877015,17.84,65.63,0.566,3.522,1020.0,2.104,0.0,0.0,22,1,7,3,0
2017-07-24 23:00:00,44.796433,46.261257,17.36,67.96,6.206,8.05,1020.0,2.381,0.0,0.0,23,1,7,3,0
2017-07-25 00:00:00,43.5708665,44.796433,17.0,70.3,11.2,14.09,1019.0,1.246,0.0,0.0,0,2,7,3,0
2017-07-25 01:00:00,43.439111,43.5708665,16.87,72.2,11.3,13.33,1019.0,1.107,0.0,0.0,1,2,7,3,0
2017-07-25 02:00:00,43.837218,43.439111,17.1,70.8,6.352,8.3,1018.0,4.679,0.0,0.0,2,2,7,3,0
2017-07-25 03:00:00,43.3545515,43.837218,16.79,71.9,5.912,10.31,1018.0,3.156,0.0,0.0,3,2,7,3,0
2017-07-25 04:00:00,43.17997,43.3545515,17.04,70.1,6.373,7.55,1017.0,4.098,0.0,0.0,4,2,7,3,0
2017-07-25 05:00:00,51.8804215,43.17997,17.05,68.51,7.38,8.81,1017.0,2.962,0.0,0.0,5,2,7,3,0
2017-07-25 06:00:00,70.6316545,51.8804215,16.74,70.4,4.759,6.541,1017.0,52.16,0.0,0.0,6,2,7,3,0
2017-07-25 07:00:00,226.656168,70.6316545,17.89,65.82,5.157,7.3,1018.0,225.2,0.0,0.0,7,2,7,3,0
2017-07-25 08:00:00,247.908352,226.656168,19.38,59.73,2.516,3.774,1017.0,409.4,0.0,0.0,8,2,7,3,0
2017-07-25 09:00:00,261.433502,247.908352,21.12,50.07,2.977,4.277,1017.0,612.1,0.0,0.0,9,2,7,3,0
2017-07-25 10:00:00,266.6362055,261.433502,24.11,40.55,3.501,3.774,1017.0,773.0,0.0,0.0,10,2,7,3,0
2017-07-25 11:00:00,264.250404,266.6362055,26.22,34.04,4.382,5.283,1016.0,899.0,0.0,0.0,11,2,7,3,0
2017-07-25 12:00:00,264.764753,264.250404,27.71,30.33,5.22,7.55,1016.0,963.0,0.0,0.0,12,2,7,3,0
2017-07-25 13:00:00,270.8943335,264.764753,29.2,27.17,6.73,8.3,1015.0,972.0,0.0,0.0,13,2,7,3,0
2017-07-25 14:00:00,271.203074,270.8943335,29.04,25.53,9.6,12.08,1015.0,932.0,0.0,0.0,14,2,7,3,0
2017-07-25 15:00:00,268.3068565,271.203074,28.64,25.15,8.39,9.31,1015.0,846.0,0.0,0.0,15,2,7,3,0
2017-07-25 16:00:00,266.1515725,268.3068565,27.26,26.41,8.99,11.07,1014.0,716.0,0.0,0.0,16,2,7,3,0
2017-07-25 17:00:00,255.629705,266.1515725,26.7,25.95,6.289,9.06,1014.0,531.5,0.0,0.0,17,2,7,3,0
2017-07-25 18:00:00,114.9574385,255.629705,25.64,26.98,6.772,8.3,1014.0,325.3,0.0,0.0,18,2,7,3,0
2017-07-25 19:00:00,88.4730535,114.9574385,23.57,31.87,6.981,10.31,1014.0,126.9,0.0,0.0,19,2,7,3,0
2017-07-25 20:00:00,63.7580815,88.4730535,21.56,40.25,6.52,7.55,1015.0,2.241,0.0,0.0,20,2,7,3,0
2017-07-25 21:00:00,52.09477,63.7580815,20.63,48.1,4.717,5.786,1016.0,0.526,0.0,0.0,21,2,7,3,0
2017-07-25 22:00:00,48.2069995,52.09477,19.54,56.04,6.164,7.8,1016.0,1.328,0.0,0.0,22,2,7,3,0
2017-07-25 23:00:00,47.27903,48.2069995,19.45,57.97,7.27,8.81,1016.0,2.021,0.0,0.0,23,2,7,3,0
2017-07-26 00:00:00,46.072473,47.27903,19.52,58.31,4.612,6.289,1015.0,1.799,0.0,0.0,0,3,7,3,0
2017-07-26 01:00:00,45.5815035,46.072473,19.32,60.22,8.28,10.57,1015.0,4.069,0.0,0.0,1,3,7,3,0
2017-07-26 02:00:00,45.3394055,45.5815035,19.35,60.32,7.09,8.81,1015.0,3.266,0.0,0.0,2,3,7,3,0
2017-07-26 03:00:00,44.9426095,45.3394055,20.21,56.65,8.45,9.31,1015.0,0.581,0.0,0.0,3,3,7,3,0
2017-07-26 04:00:00,45.161328,44.9426095,20.33,55.32,6.583,8.05,1015.0,2.934,0.0,0.0,4,3,7,3,0
2017-07-26 05:00:00,52.3860305,45.161328,20.54,52.58,7.13,8.05,1015.0,1.91,0.0,0.0,5,3,7,3,0
2017-07-26 06:00:00,70.527867,52.3860305,19.8,56.73,3.92,4.528,1015.0,36.01,0.0,0.0,6,3,7,3,0
2017-07-26 07:00:00,211.818707,70.527867,20.83,51.63,4.927,6.038,1016.0,203.9,0.0,0.0,7,3,7,3,0
2017-07-26 08:00:00,240.6543705,211.818707,21.68,45.55,5.535,6.793,1016.0,395.9,0.0,0.0,8,3,7,3,0
2017-07-26 09:00:00,247.992693,240.6543705,24.29,37.46,5.178,6.793,1016.0,611.3,0.0,0.0,9,3,7,3,0
2017-07-26 10:00:00,256.4903765,247.992693,24.72,38.32,5.262,6.541,1016.0,772.0,0.0,0.0,10,3,7,3,0
2017-07-26 11:00:00,258.8375035,256.4903765,26.9,34.09,5.241,6.793,1016.0,892.0,0.0,0.0,11,3,7,3,0
2017-07-26 12:00:00,258.7933665,258.8375035,28.46,30.71,4.738,6.038,1016.0,958.0,0.0,0.0,12,3,7,3,0
2017-07-26 13:00:00,258.506913,258.7933665,28.93,29.22,7.92,8.81,1015.0,970.0,0.0,0.0,13,3,7,3,0
2017-07-26 14:00:00,259.587177,258.506913,29.47,27.17,4.675,5.786,1015.0,929.0,0.0,0.0,14,3,7,3,0
2017-07-26 15:00:00,256.8744995,259.587177,29.08,26.4,7.19,8.3,1015.0,845.0,0.0,0.0,15,3,7,3,0
2017-07-26 16:00:00,256.3339305,256.8744995,29.08,25.04,6.897,8.81,1015.0,705.0,0.0,0.0,16,3,7,3,0
2017-07-26 17:00:00,250.647905,256.3339305,27.96,25.28,6.709,10.06,1015.0,529.6,0.0,0.0,17,3,7,3,0
2017-07-26 18:00:00,111.7498585,250.647905,26.75,26.19,6.478,7.55,1015.0,327.7,0.0,0.0,18,3,7,3,0
2017-07-26 19:00:00,87.0440635,111.7498585,25.6,23.3,7.17,8.3,1015.0,129.0,0.0,0.0,19,3,7,3,0
2017-07-26 20:00:00,59.8582935,87.0440635,23.54,27.18,7.42,9.56,1016.0,3.431,0.0,0.0,20,3,7,3,0
2017-07-26 21:00:00,51.542402,59.8582935,22.11,29.83,8.95,13.33,1016.0,0.415,0.0,0.0,21,3,7,3,0
2017-07-26 22:00:00,49.448298,51.542402,20.76,36.19,11.55,13.08,1016.0,0.36,0.0,0.0,22,3,7,3,0
