Date,Temperature [°C],Relative Humidity [%],Solar Radiation [W/m2],Power [kW],Power-1 [kW],Hour,DayOfWeek,XGB Predicted Power [kW],GB Predicted Power [kW],Linear Predicted Power [kW],Neural Predicted Power [kW],Decision Tree Predicted Power [kW],Random Forest Predicted Power [kW],Bootstrapping Predicted Power [kW]
2019-01-01 18:00:00,14.13,38.89916667,1.358916667,83.832,82.683,18,1,77.05455,78.8802219773002,80.76498155390627,80.76498155390624,80.0834,81.01965205108012,81.7363
2019-01-01 19:00:00,13.16083333,53.75333333,1.024666667,71.82,83.832,19,1,76.59543,78.27288631554418,79.75319212424735,79.7531921242473,77.9202,77.97461024397306,76.3469
2019-01-01 20:00:00,12.58666667,56.84083333,2.354083333,62.582,71.82,20,1,60.244095,59.218959822022356,58.89846419134748,58.898464191347436,62.867,62.555361182267795,62.0221
2019-01-01 21:00:00,13.02583333,51.14916667,1.394,46.14,62.582,21,1,56.85192,56.49618284513001,56.71786886085365,56.717868860853585,52.17633333333333,52.276564893098936,47.8948
2019-01-01 22:00:00,12.035,53.09416667,0.9255,44.29,46.14,22,1,47.031525,47.60517668431661,48.18055145603459,48.1805514560345,44.245599999999996,44.89150415697422,43.124700000000004
2019-01-01 23:00:00,11.66083333,49.93,0.8445833333,43.998,44.29,23,1,45.14005,45.70096381121546,46.25274934917101,46.25274934917091,40.4995,42.97249901431424,43.0681
2019-01-02 00:00:00,11.49833333,49.37083333,1.186333333,50.398,43.998,0,2,45.092064,45.80923122965657,46.06994693934844,46.069946939348625,46.3818,46.4819455844206,48.86350000000001
2019-01-02 01:00:00,11.14416667,48.53666667,0.8446666667,46.897,50.398,1,2,50.709324,50.532995843035096,50.25947923902838,50.25947923902855,48.0194,48.11895310458379,46.9208
2019-01-02 02:00:00,10.79083333,52.24916667,1.22775,47.868,46.897,2,2,47.20178,47.7100359527238,47.73930250442263,47.739302504422795,46.8058,47.0379485872468,47.591499999999996
2019-01-02 03:00:00,10.44833333,65.40833333,2.451,47.475,47.868,3,2,48.519997,48.47239485735154,47.98288408902789,47.98288408902804,47.51928571428572,47.402476457718265,47.25290000000001
2019-01-02 04:00:00,10.28083333,75.75833333,2.940333333,46.995,47.475,4,2,48.678825,48.48541116939654,47.77626474219065,47.77626474219079,46.26085714285715,46.708640543137975,46.745999999999995
2019-01-02 05:00:00,10.50916667,74.06666667,3.145666667,48.799,46.995,5,2,49.987995,49.8374435319923,49.23228379955755,49.23228379955768,48.33716666666666,48.7767098056685,48.41129999999999
2019-01-02 06:00:00,10.19166667,73.16666667,3.171083333,53.474,48.799,6,2,51.856873,52.61656124793143,52.534287708320704,52.53428770832082,50.68424999999999,51.90676472079779,52.9039
2019-01-02 07:00:00,9.485833333,75.325,5.010583333,103.485,53.474,7,2,72.002495,81.25720775205971,86.2055617158862,86.20556171588623,97.11460000000001,92.50814123282844,100.7995
2019-01-02 08:00:00,9.899166667,71.78083333,67.535,137.004,103.485,8,2,146.3832,141.35603046412365,138.26586192805158,138.26586192805163,138.16755555555554,137.77440350641143,136.84149999999997
2019-01-02 09:00:00,10.32,71.77583333,218.0333333,156.488,137.004,9,2,171.23792,166.40972473730795,163.3547748514188,163.3547748514188,150.1224,154.7589636607195,156.51760000000002
2019-01-02 10:00:00,12.59333333,60.23916667,348.025,214.08,156.488,10,2,217.6894,221.75399994671662,224.51331164332274,224.51331164332265,217.1196,219.63725060911034,218.0996
2019-01-02 11:00:00,12.57416667,62.42833333,436.475,260.692,214.08,11,2,259.6836,260.31243800571445,261.03892553495973,261.0389255349597,264.2035,262.0685786051165,261.3454
2019-01-02 12:00:00,12.99166667,60.97,473.125,239.349,260.692,12,2,249.06503,247.34177903058483,246.54445452192368,246.54445452192365,243.3494,242.87758799696726,241.1362
2019-01-02 13:00:00,15.01333333,56.4825,457.0416667,239.415,239.349,13,2,243.59766,244.2040043571811,245.19936346516636,245.1993634651663,238.85639999999998,239.79929867738556,236.131
2019-01-02 14:00:00,14.22833333,60.65083333,386.5416667,235.819,239.415,14,2,242.91603,242.46671974223958,242.7988795665342,242.79887956653417,241.08633333333333,241.3554566245944,237.21000000000004
2019-01-02 15:00:00,13.98833333,59.43333333,266.35,254.153,235.819,15,2,243.03206,244.29612306353798,245.8519930369401,245.85199303694006,261.7248,256.2072915351979,257.11440000000005
2019-01-02 16:00:00,13.29333333,61.08083333,115.0966667,242.888,254.153,16,2,245.7486,245.33646613277804,246.0344163629817,246.0344163629817,254.152875,251.36809066059905,245.74889999999996
2019-01-02 17:00:00,12.085,69.6875,10.76683333,195.648,242.888,17,2,204.85628,205.45920605692476,206.4112555958057,206.41125559580576,201.10487500000002,201.58020971170595,197.07309999999995
2019-01-02 18:00:00,11.01083333,75.475,4.197833333,178.972,195.648,18,2,169.22906,176.1673312518259,180.51117421328533,180.51117421328533,182.6266,181.87907693336817,180.89079999999998
2019-01-02 19:00:00,10.74583333,75.53333333,4.29725,147.909,178.972,19,2,143.57883,141.71689824230018,140.68298952206442,140.68298952206442,146.6198,145.13037341622655,145.95
2019-01-02 20:00:00,10.4725,77.225,3.925583333,99.572,147.909,20,2,105.87134,105.3837371986789,104.92128410779819,104.92128410779819,104.20442857142856,103.03818925435195,103.27770000000001
2019-01-02 21:00:00,10.11,79.96666667,2.889833333,69.488,99.572,21,2,72.307434,71.73327481506827,71.01438064012441,71.01438064012439,68.4374,69.68661726028273,69.56060000000001
2019-01-02 22:00:00,10.15,78.35833333,3.962833333,55.313,69.488,22,2,59.09909,58.408111535207134,57.62681341513581,57.62681341513574,56.30274999999999,55.802194049760004,54.7727
2019-01-02 23:00:00,9.993333333,78.775,3.355833333,47.091,55.313,23,2,53.899868,53.805782864746384,53.35600277053602,53.35600277053594,51.62550000000001,51.1568397842525,48.0891
2019-01-03 00:00:00,9.7075,78.925,4.073833333,53.004,47.091,0,3,48.514236,48.34523735111426,47.41884024550011,47.418840245500306,49.3472,49.658499025131306,52.35850000000001
2019-01-03 01:00:00,9.424166667,79.71666667,3.33825,52.042,53.004,1,3,52.335564,52.061619271642435,51.04906158489055,51.04906158489074,51.47528571428571,51.46206648425297,51.68300000000001
2019-01-03 02:00:00,8.835833333,81.81666667,3.315,49.99,52.042,2,3,52.504948,52.061619271642435,50.84949234443022,50.84949234443038,51.47528571428571,51.229751543468836,50.6593
2019-01-03 03:00:00,8.150833333,86.625,1.939083333,47.955,49.99,3,3,50.42977,50.03749861159531,48.69865971043069,48.698659710430846,48.54633333333334,48.39299368739799,47.9875
2019-01-03 04:00:00,6.75425,92.16666667,3.77675,48.131,47.955,4,3,48.760933,48.496173324100944,46.95377470141493,46.95377470141507,49.3472,48.62440831172069,48.726699999999994
2019-01-03 05:00:00,5.8405,94.13333333,3.576083333,60.112,48.131,5,3,52.12908,53.015579200668675,52.026021981288835,52.02602198128895,55.70366666666667,56.244867973133914,59.9188
2019-01-03 06:00:00,5.3895,95.25833333,2.634083333,57.626,60.112,6,3,65.798256,59.22983632797653,53.82877316967058,53.82877316967072,56.94571428571428,56.94649347213781,57.220600000000005
2019-01-03 07:00:00,4.25825,96.88333333,3.404833333,96.955,57.626,7,3,85.92449,100.7206289304832,107.92359120542272,107.92359120542272,99.48233333333333,99.56178245884274,98.57140000000001
2019-01-03 08:00:00,3.686916667,98.63333333,33.02358333,135.379,96.955,8,3,146.37617,142.0545205701241,138.12573830511326,138.12573830511332,138.16755555555554,137.6436495421157,136.62109999999998
2019-01-03 09:00:00,3.586666667,99.44166667,124.2625,154.73,135.379,9,3,183.28874,175.9852444786876,170.29431430657363,170.29431430657368,158.14266666666668,160.37205583203928,157.344
2019-01-03 10:00:00,3.7025,99.39166667,248.8416667,215.108,154.73,10,3,221.09286,222.437939882341,221.89743650646886,221.8974365064688,217.1196,219.7289462052787,213.0631
2019-01-03 11:00:00,5.44275,92.05833333,436.4,289.359,215.108,11,3,267.85477,277.6047231036406,282.27826575213976,282.27826575213965,289.986375,289.46959761159115,288.4405
